812,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cSCI
Acot9,3.07E-35,1.370864399,0.388,0.156,6.66E-31,0
Ltbp3,3.67E-07,1.37139083,0.067,0.024,0.007961152,1.062321291
Fscn1,2.03E-51,1.371823066,0.514,0.205,4.40E-47,0
Grasp,5.11E-50,1.372641876,0.497,0.192,1.11E-45,0
Nup93,4.47E-152,1.373836882,0.969,0.785,9.69E-148,0.517570029
Prkar2a,1.56E-58,1.373953874,0.686,0.377,3.39E-54,0
Dok5,4.41E-37,1.374831471,0.701,0.502,9.58E-33,-0.63799366
Fkbp1a,7.32E-91,1.375421388,0.817,0.449,1.59E-86,0.385377117
5031439G07Rik,1.89E-102,1.375452114,0.869,0.51,4.10E-98,0.483466379
4930590J08Rik,1.16E-23,1.377956756,0.245,0.089,2.53E-19,0.337814378
Nampt,3.50E-49,1.379605296,0.515,0.216,7.59E-45,0
Atp8b1,4.46E-69,1.382085547,0.771,0.478,9.69E-65,0
Celf6,1.82E-42,1.382344965,0.422,0.157,3.96E-38,0
E230016K23Rik,1.18E-09,1.384133189,0.051,0.01,2.56E-05,-1.478702977
Mtus1,2.62E-08,1.384870424,0.078,0.028,0.000568971,0
Noct,1.00E-38,1.38563735,0.478,0.225,2.17E-34,0
Arhgef7,5.00E-127,1.385807627,0.94,0.716,1.08E-122,0
Plxdc2,2.70E-32,1.386313765,0.689,0.513,5.87E-28,0
Cript,1.47E-44,1.386443635,0.491,0.207,3.19E-40,0
B230303O12Rik,3.78E-15,1.386639407,0.137,0.045,8.20E-11,0.672561207
Uck2,3.98E-79,1.389243947,0.788,0.485,8.64E-75,0
Bud31,7.65E-25,1.390317028,0.251,0.09,1.66E-20,0.373312962
Tmcc3,3.83E-07,1.391513877,0.068,0.025,0.008306493,0
Slc7a1,5.27E-76,1.392336846,0.761,0.402,1.14E-71,0.474330864
Traf5,3.36E-19,1.393178119,0.217,0.085,7.28E-15,0
Slc35f5,8.34E-48,1.394099024,0.466,0.175,1.81E-43,0
Hrk,6.67E-22,1.398604216,0.235,0.088,1.45E-17,2.831494714
Atp8b2,6.20E-68,1.400514517,0.682,0.32,1.35E-63,0.408464501
Aldh18a1,7.23E-37,1.402411045,0.344,0.12,1.57E-32,0.391754316
Ppp1r13l,7.65E-12,1.402873524,0.116,0.041,1.66E-07,0
Kif21b,5.95E-74,1.405161155,0.741,0.373,1.29E-69,0.520239846
Scg2,9.19E-34,1.409957187,0.37,0.149,1.99E-29,0.644122769
Dedd2,4.23E-20,1.411188767,0.196,0.067,9.18E-16,0
Tmem198,1.76E-36,1.413855458,0.309,0.095,3.82E-32,0
Aak1,1.57E-269,1.415553382,1,0.969,3.41E-265,0
Clvs1,9.17E-143,1.418623538,0.955,0.765,1.99E-138,0
Dbf4,9.54E-10,1.422252133,0.087,0.029,2.07E-05,0
Sertad1,4.84E-14,1.423283778,0.093,0.022,1.05E-09,0
Bace2,2.89E-08,1.424604295,0.086,0.033,0.000627043,0
2810455O05Rik,3.76E-19,1.426540897,0.162,0.049,8.16E-15,0.542327289
Sema4a,9.29E-33,1.427898489,0.368,0.151,2.02E-28,0
Acp7,1.33E-09,1.429694131,0.068,0.018,2.88E-05,1.194896115
Gdpd5,9.00E-86,1.431632065,0.813,0.489,1.95E-81,0.353249708
Dach2,7.09E-21,1.431963998,0.215,0.078,1.54E-16,0.973279384
Slc6a8,1.30E-43,1.4336331,0.413,0.149,2.82E-39,0
Pfkp,1.53E-204,1.433907586,0.988,0.858,3.32E-200,0.49690089
Zswim4,5.01E-23,1.434303737,0.257,0.1,1.09E-18,-0.46233096
Pcnx,2.62E-128,1.435176751,0.95,0.795,5.69E-124,0
Sipa1l2,1.04E-24,1.435305947,0.291,0.12,2.25E-20,-1.456604145
Klhl40,1.68E-09,1.435808564,0.072,0.021,3.65E-05,0.7058859
Dusp14,1.11E-41,1.440271613,0.429,0.171,2.42E-37,0
Pqlc1,7.63E-27,1.443758674,0.258,0.089,1.66E-22,0
Tmem202,6.32E-12,1.444070454,0.089,0.025,1.37E-07,1.11868936
Tanc1,1.72E-144,1.445835486,0.949,0.739,3.74E-140,0.432012837
Rcan2,3.52E-34,1.44641194,0.482,0.242,7.65E-30,-0.391695216
Cnnm1,1.08E-62,1.449265782,0.707,0.39,2.35E-58,-0.557966752
Ahnak2,1.29E-10,1.449910137,0.084,0.025,2.81E-06,0.65000282
Myo9b,6.58E-116,1.450003346,0.901,0.62,1.43E-111,0.519924475
Oscar,3.08E-21,1.452567803,0.194,0.064,6.69E-17,0
Slc41a1,5.46E-32,1.453932177,0.259,0.076,1.18E-27,0
Arhgap23,1.44E-122,1.458458056,0.914,0.576,3.13E-118,0
Rgs2,4.15E-32,1.459476789,0.314,0.111,9.02E-28,-0.730616493
Sars,1.64E-111,1.459680301,0.872,0.521,3.57E-107,0.798080277
Nectin1,1.95E-21,1.462521052,0.202,0.069,4.24E-17,1.006227171
Lrrc27,1.88E-06,1.463200303,0.061,0.023,0.040825064,1.066417398
Frrs1,2.66E-11,1.465493928,0.083,0.023,5.77E-07,0.376779353
Gnmt,3.06E-14,1.469936653,0.109,0.03,6.64E-10,0
Zmiz1,8.32E-53,1.471860274,0.66,0.368,1.81E-48,0
Hgf,9.36E-26,1.47211486,0.291,0.116,2.03E-21,0.457559296
Lmbr1l,1.82E-34,1.472863543,0.337,0.122,3.95E-30,0
Mfsd2b,5.88E-05,1.473179313,0.055,0.023,1,0.954867187
Arpc2,5.02E-107,1.482595343,0.872,0.536,1.09E-102,0
Vmp1,5.21E-164,1.483339807,0.985,0.909,1.13E-159,0
Ifrd1,4.13E-74,1.483767681,0.806,0.518,8.96E-70,-0.561484573
9530097N15Rik,2.11E-08,1.487962998,0.074,0.025,0.000458003,-0.36231078
Homer1,3.65E-159,1.488569648,0.991,0.935,7.92E-155,-1.154182017
Eif3c,8.71E-100,1.494489687,0.831,0.452,1.89E-95,0
4921504E06Rik,1.77E-07,1.49506989,0.096,0.041,0.003835442,0
Inpp5a,9.65E-81,1.500651927,0.741,0.378,2.10E-76,0
Actn1,4.94E-104,1.501774664,0.863,0.514,1.07E-99,0
Zbtb1,1.15E-34,1.503159708,0.349,0.132,2.49E-30,0
Btg3,1.19E-39,1.503268965,0.373,0.136,2.59E-35,0.364765772
Slc16a1,2.91E-46,1.506461218,0.398,0.132,6.31E-42,0.371718032
Heg1,1.05E-12,1.511334902,0.114,0.037,2.28E-08,0.641676797
Kazn,2.35E-50,1.513448132,0.54,0.248,5.10E-46,0
Utrn,2.48E-76,1.514661633,0.872,0.645,5.38E-72,0
Dot1l,1.11E-111,1.515581667,0.878,0.542,2.40E-107,0
Coq8b,6.00E-57,1.518334987,0.593,0.276,1.30E-52,0.565570606
Rnf39,5.31E-25,1.518345535,0.168,0.039,1.15E-20,0
Kif11,0.001070598,1.520096676,0.08,0.048,1,0.565406803
Angptl6,9.18E-20,1.521332407,0.146,0.039,1.99E-15,1.157619265
Shb,7.13E-20,1.529011821,0.208,0.078,1.55E-15,0
Rasgef1c,2.02E-51,1.53119049,0.446,0.154,4.39E-47,0.418038793
Dnah14,1.57E-12,1.531467968,0.101,0.03,3.41E-08,-1.339570871
Ivns1abp,2.97E-92,1.534160113,0.758,0.366,6.46E-88,-0.335009178
Chd7,5.21E-17,1.535807956,0.147,0.046,1.13E-12,-1.237963611
Bbc3,4.79E-14,1.540562059,0.084,0.018,1.04E-09,2.124844914
Adamts6,4.81E-22,1.543777372,0.188,0.059,1.04E-17,1.214434533
Pfkfb3,1.55E-73,1.55049978,0.72,0.375,3.36E-69,0
Ywhaq,5.08E-68,1.550947953,0.688,0.362,1.10E-63,0
Slc20a1,9.45E-116,1.556234217,0.88,0.559,2.05E-111,0
Sptbn2,3.44E-159,1.56302924,0.952,0.686,7.48E-155,0
Gmeb2,3.73E-82,1.574061324,0.713,0.341,8.09E-78,0
Slc1a4,4.24E-52,1.57458235,0.507,0.209,9.21E-48,0.572751557
Pik3r5,4.26E-09,1.587503169,0.053,0.011,9.26E-05,0
Klhl4,3.76E-08,1.592490407,0.058,0.016,0.000815142,0.599668605
Glis1,4.83E-07,1.598127175,0.055,0.017,0.010493403,0
Gadd45b,3.28E-29,1.598253149,0.256,0.08,7.12E-25,-0.49820869
Rnd3,1.91E-14,1.598989895,0.122,0.037,4.15E-10,-1.223168064
Adam2,8.50E-07,1.600829011,0.099,0.047,0.018445973,-0.713130556
Grip2,3.14E-82,1.604642488,0.669,0.274,6.82E-78,0
Rhoj,9.73E-07,1.604779284,0.07,0.028,0.021121993,-0.453538032
Flna,1.63E-85,1.606266904,0.709,0.304,3.53E-81,0
Ticam1,2.04E-08,1.607208943,0.06,0.017,0.000443233,1.157696078
Mtbp,1.11E-18,1.610979835,0.152,0.045,2.42E-14,0.596369599
Vmn2r54,4.06E-09,1.611509294,0.058,0.014,8.82E-05,-0.527906714
Ttll3,1.18E-42,1.614200261,0.385,0.136,2.56E-38,0
Cpne8,1.84E-125,1.617235446,0.889,0.573,4.00E-121,0
Plat,2.52E-27,1.619333848,0.313,0.128,5.48E-23,0.960027988
Myom1,1.52E-20,1.623250136,0.171,0.052,3.29E-16,0
Cdk6,5.93E-26,1.62476081,0.368,0.182,1.29E-21,0
Phf10,3.49E-50,1.624870626,0.447,0.163,7.58E-46,0.348439298
Pkd1l2,1.09E-27,1.631200893,0.169,0.036,2.37E-23,0
Sh2d5,1.37E-107,1.632954487,0.85,0.468,2.98E-103,0.38771216
Lpxn,8.35E-27,1.633452839,0.181,0.044,1.81E-22,0
Gpr19,3.93E-52,1.634091961,0.438,0.149,8.53E-48,0
Arrdc4,3.28E-12,1.634651344,0.086,0.023,7.11E-08,0
Pcdhac2,3.57E-10,1.636561073,0.065,0.016,7.74E-06,0.489838826
Hsph1,2.62E-53,1.636615944,0.647,0.337,5.69E-49,-0.519250928
Crtac1,1.02E-19,1.637184036,0.227,0.091,2.22E-15,-0.983896519
Ets2,2.29E-51,1.637726459,0.43,0.147,4.97E-47,0
Tead1,3.76E-62,1.645053278,0.663,0.356,8.17E-58,0
Cntnap5c,1.04E-126,1.648862184,0.972,0.87,2.27E-122,1.658393565
Ier2,1.98E-10,1.653221324,0.074,0.02,4.29E-06,-0.401338268
Eprs,5.03E-121,1.654498808,0.875,0.514,1.09E-116,0
Map2k3,2.61E-65,1.658736272,0.508,0.167,5.67E-61,0
Mctp2,6.58E-110,1.659259497,0.823,0.466,1.43E-105,0
Agap1,1.50E-202,1.66337163,0.981,0.871,3.26E-198,0.545612131
Hpse2,1.30E-06,1.664520903,0.051,0.016,0.028114235,0.336669132
Rsph1,6.32E-09,1.664713262,0.063,0.017,0.000137215,0
Crot,2.05E-43,1.672200042,0.439,0.18,4.45E-39,0
Pip4k2c,3.03E-67,1.675636275,0.544,0.196,6.58E-63,0
Abhd2,1.83E-162,1.679407503,0.939,0.628,3.97E-158,0.331524694
Hipk1,1.37E-94,1.681229024,0.753,0.376,2.97E-90,0
Mt2,6.40E-18,1.681383071,0.132,0.035,1.39E-13,0.784573241
Myh15,1.01E-11,1.682710311,0.093,0.028,2.19E-07,-1.453878541
Tbx15,8.48E-09,1.683553716,0.058,0.015,0.000183968,0.59381129
Med10,1.08E-36,1.684385857,0.282,0.081,2.34E-32,-0.478445931
Rgs9,8.34E-64,1.688019512,0.522,0.188,1.81E-59,0.522235427
Ppef2,2.98E-12,1.688815538,0.142,0.057,6.48E-08,0
Slc26a4,5.60E-30,1.692647034,0.342,0.143,1.22E-25,0.440454464
Klf6,8.45E-77,1.694833307,0.583,0.203,1.83E-72,0.325467501
Map3k9,2.53E-95,1.695222131,0.705,0.293,5.49E-91,0.383108335
Tgfb2,6.34E-58,1.695848735,0.517,0.195,1.38E-53,0.557512409
Btg2,1.69E-32,1.695933555,0.216,0.051,3.66E-28,0
Olfr1369-ps1,0.000128629,1.696312484,0.069,0.035,1,-2.557314688
Cdr2,5.98E-21,1.69958144,0.161,0.045,1.30E-16,0
Slc39a6,1.74E-24,1.708168133,0.179,0.047,3.77E-20,1.253523957
Tafa2,3.64E-50,1.708869361,0.743,0.501,7.90E-46,1.613737657
Mei4,1.14E-55,1.712376887,0.526,0.223,2.48E-51,1.030653942
Parp4,5.74E-11,1.714991567,0.07,0.017,1.25E-06,0
Jup,2.98E-31,1.723218321,0.248,0.073,6.48E-27,0.495318212
Ppm1h,1.61E-171,1.724321099,0.96,0.818,3.49E-167,-0.487781832
Csrnp1,1.66E-21,1.724810299,0.118,0.021,3.61E-17,0
Taco1,3.90E-31,1.729948489,0.33,0.129,8.46E-27,0
Tex14,3.39E-15,1.734134696,0.162,0.06,7.36E-11,-1.741794719
Amotl1,1.81E-15,1.735664005,0.097,0.022,3.92E-11,-2.001456728
Dnajb5,3.89E-56,1.73637824,0.43,0.136,8.43E-52,0
E130304I02Rik,1.75E-20,1.737835379,0.164,0.048,3.79E-16,-0.441048675
Gpr137c,4.28E-116,1.738496285,0.836,0.46,9.28E-112,1.20067814
Map7d1,3.84E-133,1.741478139,0.876,0.443,8.34E-129,0
Eif2ak2,7.51E-14,1.741484214,0.087,0.02,1.63E-09,0
Cd52,5.18E-09,1.741878794,0.06,0.016,0.000112542,1.34744963
Eif2ak3,1.37E-109,1.742715023,0.807,0.401,2.97E-105,1.454799317
Tbc1d1,5.08E-89,1.746020075,0.747,0.378,1.10E-84,1.095914565
P2rx5,3.24E-34,1.748965462,0.248,0.067,7.04E-30,0
Ccnf,4.05E-31,1.74954747,0.228,0.062,8.79E-27,0
Pea15a,9.02E-77,1.750895258,0.583,0.211,1.96E-72,1.182259167
Il17ra,3.24E-13,1.752644716,0.093,0.024,7.03E-09,0
Spata13,1.10E-08,1.752731197,0.054,0.013,0.000237825,0.728093014
Jun,7.50E-43,1.753372885,0.312,0.083,1.63E-38,1.717112909
Cyp4x1,1.68E-57,1.757159133,0.442,0.141,3.65E-53,0.449998298
Fgd6,2.42E-13,1.759241679,0.078,0.016,5.25E-09,0
Ccdc155,1.25E-40,1.759349176,0.317,0.094,2.72E-36,0.474250007
Col20a1,7.44E-32,1.766325053,0.245,0.069,1.61E-27,0
Abca9,5.29E-22,1.767924783,0.117,0.021,1.15E-17,-1.000427345
Rrp12,4.98E-47,1.768508227,0.392,0.13,1.08E-42,0
Ripk1,2.21E-39,1.769857048,0.288,0.079,4.80E-35,-0.337764772
Vcl,6.17E-107,1.771030839,0.788,0.375,1.34E-102,0
Cped1,1.22E-31,1.786316458,0.355,0.148,2.65E-27,0
Dock6,1.32E-18,1.78691216,0.13,0.033,2.88E-14,0.505179644
Zyx,1.57E-41,1.788370012,0.283,0.071,3.42E-37,0
Taf15,3.68E-195,1.789037851,0.97,0.741,8.00E-191,0.325943797
Plcl1,1.99E-49,1.790193295,0.688,0.442,4.31E-45,-1.089744726
4933406J09Rik,9.44E-09,1.790199223,0.059,0.016,0.000204844,0
Lnx2,2.55E-74,1.793354002,0.571,0.209,5.54E-70,1.092453662
Morrbid,1.60E-12,1.795403455,0.116,0.039,3.48E-08,-1.260294817
Egr1,1.16E-59,1.801823569,0.507,0.181,2.52E-55,-1.647020128
Igsf9b,1.50E-256,1.808399746,0.996,0.873,3.27E-252,0
Mt1,4.82E-51,1.810126036,0.337,0.084,1.05E-46,0
Depdc1b,1.21E-15,1.81188798,0.08,0.013,2.63E-11,-0.355993142
Myo18b,6.14E-12,1.816814005,0.078,0.019,1.33E-07,0.569316472
Unc5d,3.35E-30,1.819104264,0.284,0.102,7.28E-26,-0.843443662
Myl12a,1.41E-17,1.829232958,0.109,0.024,3.07E-13,-0.46362633
A430010J10Rik,3.46E-40,1.830578793,0.316,0.095,7.51E-36,0.415150975
Tspan2,7.26E-23,1.832233968,0.163,0.042,1.58E-18,1.379901231
P2rx6,6.73E-14,1.838302668,0.082,0.017,1.46E-09,-0.518387218
Trpc7,5.58E-14,1.840688345,0.128,0.043,1.21E-09,0.905979065
Anxa4,1.05E-25,1.841534097,0.196,0.055,2.28E-21,0.610210094
Atp2b4,9.71E-57,1.842228836,0.451,0.153,2.11E-52,1.854286596
Rtn4rl1,8.39E-72,1.842750411,0.692,0.389,1.82E-67,0.909627814
Lifr,1.21E-100,1.846288222,0.788,0.428,2.62E-96,0
5430402P08Rik,3.24E-14,1.846400749,0.083,0.017,7.04E-10,-0.366238083
Rreb1,2.23E-16,1.847093128,0.123,0.034,4.84E-12,-1.193368362
Mirt1,4.43E-14,1.847344575,0.084,0.018,9.61E-10,1.270416331
Wdr1,7.57E-58,1.848447907,0.427,0.129,1.64E-53,-0.69162432
Sgms2,1.45E-20,1.858039348,0.171,0.052,3.14E-16,0.359983896
Stk32a,1.91E-10,1.865831868,0.066,0.016,4.14E-06,0.618925027
Nmi,5.65E-10,1.865916682,0.063,0.015,1.23E-05,0.507214358
Panx1,9.70E-39,1.866095635,0.267,0.069,2.10E-34,1.301939091
Cars,5.70E-112,1.873041635,0.76,0.322,1.24E-107,0.866205198
Smc1a,3.80E-82,1.877852887,0.593,0.211,8.26E-78,0
Srf,5.95E-13,1.891591517,0.086,0.021,1.29E-08,-0.61838709
Bcl6,1.72E-124,1.892601607,0.788,0.351,3.74E-120,0.381905321
Avil,1.09E-07,1.893277156,0.054,0.015,0.002366759,0.344102739
Smad1,6.50E-128,1.894090076,0.83,0.421,1.41E-123,0
1-Mar,1.26E-106,1.896542068,0.831,0.472,2.74E-102,0
Ccdc9b,3.05E-31,1.903682612,0.184,0.037,6.63E-27,0.379830796
Recql4,2.82E-10,1.906903518,0.058,0.012,6.13E-06,0
Bach1,6.03E-35,1.90721939,0.229,0.054,1.31E-30,0
Rheb,6.68E-130,1.909396314,0.813,0.41,1.45E-125,-0.567735193
Vmn2r111,5.12E-12,1.913020237,0.061,0.011,1.11E-07,1.205367151
Nek11,2.81E-20,1.923289731,0.143,0.037,6.09E-16,0
Tgfbr2,1.68E-10,1.923423254,0.056,0.011,3.65E-06,0.815737273
Kctd16,2.23E-203,1.929002799,0.98,0.813,4.84E-199,0.705428508
Fam161a,4.08E-18,1.929382072,0.113,0.025,8.86E-14,1.509531368
Trip10,2.39E-28,1.931146207,0.17,0.035,5.19E-24,-1.524547016
Tmem198b,5.21E-15,1.93457937,0.083,0.016,1.13E-10,-0.878115311
Zfpm1,1.26E-67,1.939438343,0.486,0.156,2.75E-63,0
Col26a1,3.83E-28,1.944664424,0.226,0.069,8.31E-24,0.467810695
Unc5b,1.08E-30,1.946307068,0.216,0.056,2.35E-26,0.432354812
Atp12a,7.46E-09,1.946754464,0.058,0.015,0.000161877,1.924638025
Abcg2,1.16E-47,1.947957397,0.312,0.078,2.51E-43,0.58202385
Lims1,5.54E-181,1.948076682,0.939,0.638,1.20E-176,0
1110002J07Rik,8.43E-24,1.949830694,0.156,0.037,1.83E-19,0
Nek6,3.61E-71,1.952935008,0.459,0.122,7.83E-67,0.540375642
Hmcn1,2.33E-14,1.952987762,0.086,0.018,5.05E-10,0
Syk,8.32E-20,1.953471223,0.131,0.031,1.81E-15,-2.019036512
Map3k8,3.28E-12,1.953975523,0.064,0.011,7.12E-08,1.945884983
Zfp516,2.86E-86,1.955011529,0.568,0.178,6.21E-82,0
Rskr,4.27E-16,1.968802338,0.099,0.022,9.28E-12,1.505973242
Ankrd55,1.56E-35,1.969074326,0.217,0.047,3.38E-31,-0.481319814
Sorcs3,3.05E-39,1.973648268,0.399,0.164,6.62E-35,0
Ifi27,2.74E-40,1.973666506,0.278,0.073,5.95E-36,0.701891106
Nectin3,3.07E-22,1.977301193,0.145,0.034,6.67E-18,0
Nfil3,3.55E-33,1.979510317,0.197,0.04,7.72E-29,-0.614866657
Azin2,2.26E-184,1.985013985,0.923,0.511,4.92E-180,1.026142484
Midn,5.45E-62,1.985907275,0.389,0.096,1.18E-57,-0.747518046
1600002D24Rik,2.78E-15,1.988977811,0.103,0.025,6.03E-11,-0.856683319
Rims3,7.23E-11,1.992136757,0.06,0.012,1.57E-06,-0.62391578
Aldh1l2,6.93E-19,1.993359543,0.128,0.032,1.50E-14,0
Smad3,1.37E-101,1.996042193,0.813,0.527,2.98E-97,0.527828788
Mtfr2,2.90E-09,2.000674996,0.057,0.013,6.30E-05,0.900103375
Ak4,3.28E-40,2.003615933,0.277,0.072,7.11E-36,0
Dnah8,1.91E-33,2.008665939,0.247,0.07,4.15E-29,0.932634545
Pim1,7.75E-15,2.010327965,0.096,0.023,1.68E-10,-1.847665813
Slc7a14,1.41E-182,2.012045351,0.934,0.603,3.05E-178,0.655423967
1700121C08Rik,7.27E-20,2.020257025,0.122,0.026,1.58E-15,0
Tmco5,7.17E-19,2.025159572,0.127,0.031,1.56E-14,-0.423960987
Pvr,2.30E-66,2.025177128,0.385,0.086,4.99E-62,0
Nr4a3,2.65E-32,2.0285613,0.35,0.148,5.75E-28,-1.952114999
Ddit3,1.22E-55,2.030649737,0.361,0.092,2.65E-51,0.993588803
F13a1,5.18E-18,2.032540602,0.095,0.016,1.12E-13,2.742862175
Egr3,2.81E-59,2.034700594,0.394,0.107,6.10E-55,-1.398562717
Glce,3.08E-93,2.036612812,0.627,0.229,6.69E-89,0.758490494
Vmn2r55,1.39E-14,2.039945541,0.083,0.016,3.01E-10,0
Dusp4,1.50E-12,2.044714003,0.075,0.016,3.26E-08,0
Sema3e,4.70E-89,2.048351902,0.854,0.669,1.02E-84,-0.42688874
Abi3bp,2.14E-25,2.052700747,0.199,0.059,4.65E-21,-0.56474934
Clu,2.27E-52,2.055146654,0.437,0.159,4.92E-48,0
Tpm1,3.97E-196,2.065607458,0.951,0.668,8.61E-192,0
Trib3,4.56E-13,2.067751267,0.068,0.012,9.91E-09,3.185433313
Arhgap1,2.47E-112,2.070962185,0.676,0.221,5.36E-108,0.94768256
Lins1,3.24E-71,2.075690132,0.457,0.126,7.02E-67,0
Otogl,6.96E-23,2.077454379,0.144,0.033,1.51E-18,0.531380025
Dkk2,5.17E-08,2.088074603,0.065,0.021,0.00112154,1.215893759
Ddah1,2.08E-67,2.099321798,0.572,0.241,4.52E-63,-1.072994187
Pudp,5.74E-12,2.105682909,0.051,0.006,1.25E-07,0.936344514
Efhd2,1.39E-165,2.110385477,0.859,0.384,3.02E-161,0
Stmn4,3.39E-167,2.118312152,0.855,0.32,7.35E-163,1.72247091
Togaram2,6.85E-18,2.134932178,0.097,0.018,1.49E-13,-0.529839941
Clic4,4.58E-39,2.13661356,0.209,0.037,9.94E-35,1.401073156
Phf13,1.67E-13,2.14093761,0.073,0.013,3.64E-09,0
Htr2c,2.65E-45,2.15495493,0.359,0.117,5.76E-41,1.825359539
Cyb5r1,1.99E-48,2.160066905,0.28,0.059,4.33E-44,1.047397668
Myh9,6.52E-157,2.161948716,0.88,0.447,1.42E-152,0
Sugct,1.71E-59,2.162637748,0.437,0.14,3.72E-55,0
Tet3,2.35E-237,2.166306214,0.974,0.743,5.11E-233,0
Fam129b,5.98E-104,2.166952833,0.632,0.204,1.30E-99,1.401287554
Dusp16,1.22E-113,2.167800087,0.64,0.19,2.66E-109,2.516015571
Abca1,2.37E-17,2.184537332,0.117,0.029,5.15E-13,2.073763661
Fos,6.73E-18,2.186011125,0.097,0.018,1.46E-13,-2.780005859
Pla2g5,9.30E-19,2.188233038,0.12,0.028,2.02E-14,0
5930430L01Rik,5.54E-29,2.19562101,0.187,0.044,1.20E-24,0.452893344
Lmntd1,1.12E-18,2.197644604,0.14,0.039,2.43E-14,0
Ube2ql1,4.97E-152,2.199989481,0.822,0.378,1.08E-147,-0.685158279
Mapk4,4.51E-71,2.20267913,0.561,0.223,9.79E-67,1.160728555
Rem2,3.56E-24,2.216135181,0.125,0.021,7.72E-20,0
Cers3,2.20E-12,2.219504382,0.063,0.011,4.77E-08,0
Tnfrsf12a,6.51E-24,2.223625374,0.13,0.023,1.41E-19,0.996960105
Pak6,6.13E-138,2.231666204,0.771,0.281,1.33E-133,0.514069199
Synpr,1.13E-16,2.245648091,0.144,0.046,2.46E-12,-1.142665678
Arhgap6,2.10E-21,2.250972421,0.136,0.032,4.55E-17,1.429425947
A330076C08Rik,2.37E-22,2.255087683,0.114,0.018,5.15E-18,0
Kdm6b,9.21E-113,2.264946372,0.65,0.198,2.00E-108,-0.534598521
Hmcn2,4.12E-13,2.268320794,0.073,0.014,8.95E-09,0
Fgd5,1.01E-15,2.279535046,0.08,0.013,2.19E-11,-0.484453936
Ankrd33b,5.04E-234,2.299600122,0.955,0.593,1.09E-229,-0.435979996
Trib1,2.02E-63,2.300879509,0.353,0.074,4.38E-59,-0.667422053
Shmt2,2.20E-34,2.302485363,0.172,0.027,4.78E-30,1.824063898
Lepr,2.21E-36,2.304267153,0.187,0.03,4.79E-32,0
Myo10,3.00E-74,2.310211406,0.496,0.155,6.50E-70,0
Ppard,7.03E-140,2.320635382,0.818,0.38,1.52E-135,0
Thsd4,8.31E-124,2.326586244,0.734,0.301,1.80E-119,1.056704922
Tnip2,6.29E-38,2.330045677,0.193,0.031,1.37E-33,1.311096365
Adgra2,6.61E-50,2.330467398,0.299,0.069,1.44E-45,1.303104115
Bdnf,2.13E-111,2.343944668,0.689,0.277,4.63E-107,-1.198168862
Aff1,1.66E-97,2.357379392,0.545,0.142,3.59E-93,0.735640541
Myo1e,3.43E-89,2.36050453,0.702,0.327,7.44E-85,0.521059886
Samd11,9.01E-27,2.375710142,0.141,0.024,1.96E-22,0
Elmsan1,4.85E-108,2.377271752,0.601,0.167,1.05E-103,0.812222538
Kcnk13,1.93E-17,2.391308841,0.094,0.017,4.19E-13,0.616070277
Pdlim1,1.27E-180,2.405357024,0.887,0.448,2.76E-176,0
Fam129a,1.52E-21,2.410157138,0.109,0.018,3.29E-17,0.340759165
Slc7a3,2.57E-31,2.411061322,0.161,0.026,5.58E-27,3.078984859
Samd4,8.74E-173,2.412421735,0.861,0.399,1.90E-168,1.654038978
Ptges,2.37E-40,2.414232288,0.232,0.047,5.14E-36,1.771192682
Klhl1,6.31E-179,2.431037524,0.899,0.541,1.37E-174,1.94309064
Casp3,4.26E-68,2.44225833,0.372,0.08,9.25E-64,1.57142434
Dusp13,1.82E-09,2.446897254,0.059,0.014,3.95E-05,0
Pip5kl1,4.77E-131,2.44978055,0.646,0.156,1.04E-126,1.620489236
Rell1,3.99E-106,2.454337362,0.6,0.182,8.65E-102,0.406453882
Sat1,2.71E-100,2.457886475,0.655,0.247,5.89E-96,-0.568586075
Ubash3b,1.64E-35,2.459114772,0.251,0.071,3.56E-31,-1.135931462
Anxa5,2.00E-86,2.459413513,0.48,0.12,4.35E-82,-0.580791271
Sbno2,4.02E-176,2.465616593,0.823,0.279,8.72E-172,0
Fer1l6,9.29E-14,2.473620951,0.054,0.005,2.02E-09,-1.380269275
Elf1,1.10E-47,2.492926333,0.264,0.052,2.38E-43,0
Tead4,8.75E-11,2.495824872,0.054,0.009,1.90E-06,0
Cdkn1a,5.44E-12,2.518141456,0.051,0.006,1.18E-07,-0.615367366
Lbh,1.53E-25,2.520436039,0.143,0.028,3.32E-21,0
Micall1,2.53E-78,2.524433508,0.402,0.079,5.48E-74,1.020315521
Parp3,2.90E-25,2.525995187,0.125,0.019,6.29E-21,0.935375739
Slc2a1,6.52E-71,2.530053774,0.398,0.088,1.41E-66,0
Pros1,2.50E-97,2.55495037,0.532,0.144,5.42E-93,0
Sesn2,6.37E-31,2.561811814,0.158,0.025,1.38E-26,0
Itgb6,8.53E-18,2.569360229,0.092,0.016,1.85E-13,-1.082952736
Lamc2,6.55E-87,2.573120201,0.442,0.091,1.42E-82,1.201721171
Tpm4,9.81E-33,2.579462358,0.185,0.037,2.13E-28,0.584364628
Thsd7a,1.16E-63,2.580902204,0.389,0.103,2.52E-59,1.552699959
Ezr,1.02E-13,2.582993223,0.067,0.011,2.21E-09,0.476595471
