,RNA.0,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7
Gm34388,0.000513545,0.000411276,0,0.003413704,0,0,0,0
Arhgef28,0.119301801,0.147895818,0.117572443,0.572162254,0.280946056,0.328440724,0.089526688,0.190064047
Utp15,0.161218181,0.187977725,0.112313639,0.116964349,0.109959989,0.174148354,0.143019878,0.100589256
Ankra2,0.199533442,0.237317897,0.205574135,0.225944841,0.203861895,0.181497345,0.17915128,0.145948649
Gm21976,0.003124501,0.001047024,0.001738261,0.004768277,0.003144335,0.002421821,0,0.005220291
Btf3,0.08517177,0.125753092,0.100028358,0.109960017,0.109370798,0.129393992,0.121494208,0.11241082
Gm9828,0.125071605,0.165930575,0.101067452,0.165744817,0.103220772,0.096155992,0.100652698,0.121104434
Foxd1,0,0.000776411,0.000366552,0.00051241,0,0,0.002872127,0
Gm48050,0.000446868,0,0,0,0,0.004339163,0,0
Gm9465,0.002934104,0.002131419,0,0.00582,0.000589396,0,0.001619061,0.017899783
Fcho2,1.372274824,1.106649101,1.21002585,1.188717499,1.09327886,1.467941924,1.24431166,1.107924095
D130062J10Rik,0.043436979,0.051698676,0.053584512,0.048706296,0.027630944,0.024484223,0.028715308,0.017837194
Gm47551,0.029436284,0.02824266,0.011852129,0.016848466,0.019752686,0.037894236,0.14275225,0.037955462
Tnpo1,1.633875832,1.854948144,2.728793606,1.696651932,3.629529583,1.632447143,1.965637084,2.589780753
A930014D07Rik,0.000940262,0.000571721,0.001999969,0,0,0,0.008261286,0
2310020H05Rik,0,0,0,0,0.001234658,0.001176481,0,0.002240865
Zfp366,0.002594859,0.001770438,0,0,0.006429511,0,0.038454719,0
Ptcd2,0.095805749,0.112632694,0.098913793,0.077278752,0.088208839,0.119569655,0.063720789,0.077986451
Mrps27,0.262140607,0.241871237,0.240001826,0.190172051,0.227271679,0.312589709,0.238106648,0.201904421
6430562O15Rik,0.004316505,0.01326087,0.010835637,0.006956548,0.006540963,0.007905061,0.015466027,0.019881701
Map1b,4.919029467,7.279785941,8.077705639,12.33489803,13.29568361,5.1208483,5.994508747,7.397487576
Gm26559,0.043907059,0.034971689,0.023624023,0.028467173,0.009153168,0.028137375,0.073414086,0.012560533
Cartpt,0.002076773,0.001746064,0,0,0,0.011033906,0,0
Mccc2,0.492746713,0.265038266,0.211791582,0.125467939,0.13221061,0.586091954,0.367802315,0.165325112
Bdp1,0.987077528,0.979428775,1.083536492,1.232760689,0.877855798,0.990581381,1.476965434,0.932658641
BC001981,0.001609511,0,0,0.001834424,0.000633835,0.001180467,0,0
Serf1,0.030265212,0.019627073,0.017776917,0.031272678,0.013958906,0.011305607,0.009538811,0.01507323
Smn1,0.118509648,0.119125349,0.104598007,0.12248017,0.107254259,0.222567094,0.122856707,0.107442558
Naip2,0.007187006,0.014210825,0.008748251,0.030787734,0.0091684,0.004790247,0.008901364,0.023283756
Naip5,0.001740538,0.002190386,0.000636193,0.002350029,0,0,0,0.006562868
Naip6,0.002127724,0.000384874,0,0,0,0,0,0.002081114
Naip1,0.0153488,0.012108537,0.010395407,0.010129394,0.0196665,0.020796667,0.002230883,0.003078177
Gtf2h2,0.362090487,0.35743492,0.247749583,0.302942226,0.308882543,0.41384993,0.305049043,0.322339333
Ocln,0.001137765,0.002183578,0.003016963,0.001203937,0,0,0.024671258,0
Marveld2,0.003799178,0.013657536,0.009865272,0.036890038,0.02107291,0.005325067,0.018393832,0.029384788
Rad17,0.541003223,0.460799282,0.513065026,0.510308171,0.4559177,0.476391968,0.417582392,0.535983491
Ak6,0.164814081,0.157328791,0.12461245,0.165341395,0.135253162,0.154675543,0.114845531,0.080773969
Taf9,0.012801437,0.0108422,0.004716037,0.011388329,0.008349681,0.004450291,0.008679483,0.009259774
Ccdc125,0.03373778,0.042090632,0.033557935,0.068288578,0.03728084,0.022537447,0.035516849,0.048097124
Cdk7,0.582686511,0.592903379,0.625278407,0.528321091,0.467056736,0.533437708,0.807128532,0.563552284
Mrps36,0.091266592,0.060306273,0.06855359,0.066267763,0.072030351,0.124897845,0.049594843,0.042812461
Cenph,0.016582144,0.013490165,0.00608605,0.022585669,0.013891986,0.053836475,0.035557905,0.019028148
Ccnb1,0.001151495,0.004109923,0.003819782,0.009528115,0.001138802,0,0.065864894,0.002799229
Slc30a5,0.509882344,0.488740351,0.507653512,0.412905191,0.403621747,0.556644047,0.602635834,0.516399248
Gm29502,0.122126663,0.099526967,0.115725026,0.034581509,0.055150063,0.130279495,0.143784159,0.166263256
5930438M14Rik,0.001507727,0.000929245,0.00102848,0.002149715,0.002214807,0.001313689,0.016735547,0
4932411K12Rik,0.017330727,0.027202644,0.010376927,0.011104685,0.004013595,0.00721329,0.072817479,0.014791835
Gm47533,0.000577976,0,0,0,0.000611222,0.003625586,0,0
Pik3r1,1.018804167,0.61986263,0.915710652,0.491220903,0.789593994,0.928599013,0.884039784,0.955572779
Gm29927,0.010003022,0.006095499,0.008634318,0.004302767,0.004428648,0.021533422,0.004295858,0.002081114
Cd180,0.013530399,0.017456164,0.016759178,0.033252291,0.033019125,0.023454793,0.049907686,0.011006308
Mast4,5.996368054,11.37469288,11.64374168,11.1344427,12.97032755,7.552536712,7.320543148,7.545068447
1700099I09Rik,0.000777495,0.002327374,0.000478062,0,0.001515293,0,0.003389135,0
Gm17160,0.005305813,0.009348191,0.007009075,0.013555405,0.008250489,0.004487473,0.007910279,0.00271691
Gm30551,0.020288337,0.021430903,0.012800218,0.019496057,0.008845924,0.001067253,0.150026241,0.002828838
Srek1,1.720208637,1.943723828,1.462128962,1.780487646,1.707563366,1.759769858,1.5624101,1.809780722
Erbin,0.039735143,0.097041516,0.119743373,0.151137007,0.143752557,0.449782883,0.043014651,0.073214152
Gm47849,0.02030084,0.052251525,0.012447033,0.039338592,0.052374403,0.047409225,0.03091311,0.045606146
Gm47851,0.017405946,0.012879541,0.016944269,0.024804824,0.028139085,0.011455052,0.002767477,0.021929905
Nln,0.477653386,0.476582895,0.398293373,0.959157428,0.784239137,0.423722717,0.531046486,0.404233623
Sgtb,0.277984392,0.383740568,0.470006354,0.342055839,0.577371251,0.322459583,0.195304042,0.267081686
Trappc13,0.227559371,0.181177561,0.241518918,0.172829517,0.170354012,0.182362437,0.166140148,0.162615619
Shld3,0.009717116,0.005068231,0.005414127,0.007321735,0.00487968,0.012533631,0.013777707,0.017537015
Trim23,0.379419071,0.294649514,0.301083328,0.255923003,0.279893759,0.402825521,0.331300252,0.321000528
Ppwd1,0.271961035,0.31762016,0.197326435,0.271297256,0.194608532,0.348350531,0.257280203,0.230840586
Cenpk,0.010008497,0.012409893,0.012430537,0.026631152,0.022802806,0.022507627,0.016771134,0.017153714
Adamts6,0.252429688,0.294831695,0.101809683,0.223087692,0.141920351,0.345119576,0.47043305,0.204013622
Cwc27,1.390203858,1.549503588,1.334477238,1.816359679,1.294698749,1.374536986,1.311446481,1.28785088
2610204G07Rik,0.028331857,0.026530152,0.032245007,0.043150517,0.034992089,0.03068669,0.017957868,0.041257118
Srek1ip1,0.218257183,0.200218661,0.17667703,0.188054501,0.15785796,0.24015096,0.16673198,0.15721185
Shisal2b,0.003073653,0.0039692,0,0.002627897,0.001456113,0,0,0.002220484
Rgs7bp,3.991605308,3.177507535,2.934266658,2.615141253,2.892883725,3.620314516,3.203227114,3.46112233
Rnf180,0.508036997,0.516378138,0.37682558,0.564241817,0.555503038,0.523855639,0.322397578,0.482332618
Gm10739,0.001588879,0.000408149,0.001828914,0.000416221,0.000741944,0.00237319,0.02931022,0.004481729
Gm30411,0.001647072,0,0,0.000638438,0,0.000995711,0,0
Gm28989,0.009918249,0.010932474,0.01142348,0.004752102,0.007598543,0.001067253,0.010592239,0.01855561
Ipo11,0.891020715,0.70879901,0.885711544,0.6561079,0.702030066,0.865617431,0.739820427,0.778927659
Gm28988,0.001590756,0.00269781,0.003273654,0,0.000930244,0.002459406,0.001507278,0
Dimt1,0.169507509,0.113271541,0.111873509,0.113633705,0.119551445,0.155076961,0.167144717,0.116504337
Kif2a,1.113380872,1.496938298,1.581529426,1.9229002,1.819097662,1.196661267,1.462399163,1.293590673
3830408C21Rik,0.143404273,0.141173715,0.119462718,0.136372712,0.162747005,0.115773207,0.16963275,0.10458145
Gm48684,0.000344474,0.000534191,0,0.000630853,0,0.001887585,0,0
Gm31452,0.042439388,0.051326852,0.03112891,0.035151744,0.043619502,0.030225332,0.018634733,0.045786648
AI197445,0.007205694,0.01176,0.014104475,0.013522403,0.017090166,0.013091265,0.006649154,0.007446125
Gm32004,0.010992169,0.01689023,0.079867652,0.049185766,0.032695575,0.026430579,0.077911746,0
Zswim6,1.701040437,2.273620708,3.065249485,2.824663026,4.037311539,2.071454582,2.332793562,2.675965292
B230220B15Rik,0.000958893,0.000545025,0.00150192,0.001746511,0.000422131,0.011138947,0,0.002908795
Ndufaf2,0.580195437,0.675814478,0.424094014,0.486528341,0.499643871,0.752760607,0.543522842,0.41477898
Smim15,0.053583388,0.049113853,0.027050469,0.05461887,0.025703865,0.078615845,0.029253667,0.010629598
Ercc8,0.161915783,0.177424676,0.175803099,0.169006103,0.148900893,0.214757584,0.193858272,0.092934075
Elovl7,0.3281064,0.52840152,0.374092997,0.941260459,0.55772557,0.440354465,0.2251433,0.464503577
Gm2822,0.000522803,0.00064582,0,0,0,0,0,0
Depdc1b,0.026029265,0.030237818,0.022687127,0.032473173,0.031853855,0.038456523,0.038953347,0.053281335
Pde4d,19.87330008,23.69690184,47.00813343,19.91083143,52.35426819,15.62637308,18.47357731,45.69331372
Rab3c,1.798908944,2.179012598,1.602568951,1.332623217,1.624367905,2.452346928,1.283699758,1.840916822
Plk2,0.324289602,0.264664387,0.139255223,0.158794443,0.120244405,0.282064462,0.29114517,0.159861908
Gm33045,0.014507991,0.010792155,0.006595203,0.005704886,0.000424403,0.00998562,0.040422741,0.006784113
4930526H09Rik,0.000859036,0.004762978,0.003327178,0,0.000545114,0.011041827,0.003653996,0.00278666
3110015C05Rik,0.000589587,0.000928233,0,0.004640997,0,0,0,0
Gm6270,0.00081457,0,0,0,0,0,0,0.010800222
Gpbp1,0.561988451,0.509740077,0.534790925,0.529893755,0.529926414,0.467958067,0.607459606,0.590862109
Gm15290,0,0.00125719,0,0.002085764,0.002069808,0,0,0
Gm15286,0.005299174,0.007677516,0.015997314,0.005131402,0,0.00777468,0.390688437,0
Mier3,0.176180356,0.16108416,0.129697302,0.155494947,0.142185974,0.178793137,0.169241589,0.22856002
Gm15287,0.001694064,0.000744201,0.014754901,0.060103305,0,0.031742843,0.020747639,0
Map3k1,0.090934059,0.087837721,0.219357353,0.06382117,0.136510715,0.160069979,0.130631192,0.212395645
Gm15327,0.00328594,0.003928852,0.00584843,0.003344896,0.00383966,0.005857086,0,0.011415572
Ankrd55,0.161643271,0.294943944,0.273234616,0.147450877,0.213481192,0.205253436,0.180840293,0.156670316
Gm48837,0.007570608,0.021876478,0.016601145,0.013351067,0.016569379,0.005931288,0,0.009093596
Il6st,0.218438523,0.278842797,0.507164555,0.253671116,0.721493761,0.214213095,0.227328053,0.497788647
Il31ra,0.004419049,0.009643584,0.006458493,0.009329731,0.019124365,0.005183114,0.101024502,0.011168881
Ddx4,0.12743441,0.130711015,0.09295207,0.15137593,0.113308014,0.078251934,0.105366485,0.116965195
Slc38a9,1.274259802,1.486756229,1.036853718,1.08739373,1.086083683,1.142852885,1.280060364,1.026406945
Gm47827,0.050485484,0.061835486,0.028853662,0.036137975,0.051584583,0.054624628,0.057097563,0.035762217
Plpp1,0.294624673,0.208364342,0.307166194,0.25508602,0.166828291,0.317905365,2.104636575,0.239519569
Mtrex,0.487765454,0.382496904,0.465502369,0.34127883,0.346863495,0.396297521,0.495722381,0.50007715
Dhx29,0.175294292,0.141795497,0.125919386,0.166544453,0.138764363,0.122803046,0.200056869,0.111298894
Ccno,0.002129916,0.000629363,0,0.000416221,0.001226282,0,0,0
Mcidas,0.002399888,0.003316389,0.002292944,0.000786757,0,0.001568049,0.005922837,0
Cdc20b,0.004110031,0,0.000420533,0.004993542,0.0023908,0,0.002306925,0
Gzmk,0.038808401,0.012649488,0.016509321,0.003060491,0.01249362,0.012911873,0.049049619,0.018305289
Esm1,0.009733706,0.000944172,0.001547267,0.00042971,0,0,0.002847461,0
BC067074,0.004060088,0.002148068,0.001468946,0.001302381,0.002597094,0.001446032,0,0
4921509O07Rik,0.019345477,0.030265618,0.021764822,0.021263404,0.013271087,0.03622006,0.028850726,0.01431995
Gm34471,0.142286671,0.120291722,0.082266473,0.087342624,0.06884296,0.105784514,0.10849522,0.135949847
Snx18,0.169831586,0.156935187,0.177274493,0.167386204,0.122700148,0.139126516,0.156487312,0.201107837
Hspb3,0,0,0.001301048,0.000764539,0,0.001280053,0.013869898,0.008667464
Gm34586,0.003628418,0.008879454,0.018929844,0.002191746,0.009779233,0.003138187,0.012801632,0
Arl15,6.335023912,6.329318682,5.285049739,5.87026161,4.941677116,8.315709306,5.214174845,4.820458911
A430090L17Rik,0.153450674,0.1303937,0.111796472,0.092281763,0.118252274,0.210910692,0.158851901,0.074924474
Ndufs4,0.884368713,0.807903165,0.917407521,0.743972364,0.720754804,1.006954415,0.99037297,0.93068041
Fst,0,0,0,0.001751711,0.000728665,0,0,0
4930544M13Rik,0.001557444,0.002273922,0.003769721,0.002534351,0.004223249,0,0,0
Mocs2,0.130637172,0.161705159,0.239729888,0.140113238,0.247904696,0.155496223,0.226410054,0.280845631
Itga2,0.027882116,0.059240943,0.066971203,0.034711132,0.125358049,0.044386843,0.04787282,0.104968127
Itga1,0.025500131,0.031444189,0.075677695,0.039625032,0.022384888,0.031147652,0.085982122,0.034765616
Pelo,0.011410605,0.011951752,0.007973246,0.008724377,0.003964766,0,0.008960855,0
Gm10734,0.000712005,0.000534191,0.005044652,0.002953073,0,0,0.003038129,0
4930435F18Rik,0.002466287,0.00330079,0.003988819,0.015331623,0.013748025,0,0.004252668,0
Parp8,0.978072211,0.942977305,1.003426779,1.063208237,1.156264814,0.729284761,0.856407109,1.222647053
Emb,0.436599631,0.487716076,0.742769733,0.627298296,0.504947243,0.259868809,0.691123782,0.683453537
Gm17509,0.006606045,0.006414756,0.006757647,0.015662645,0.007870496,0.005993884,0.017594917,0
Hcn1,12.04219752,15.69912488,15.43833527,15.62863097,14.86858625,13.23306759,11.2893172,17.72648776
4933413L06Rik,0.494652557,0.812613007,0.5072076,0.644996551,0.587533026,0.697838582,0.354974577,0.71344467
Mrps30,0.065753389,0.042718699,0.048264049,0.054208215,0.046961258,0.068428376,0.099034113,0.035339338
B430218F22Rik,0.002681449,0.002806222,0,0.000831758,0.00303413,0.002172192,0.004992933,0
1700003P14Rik,0,0.002950179,0.001513589,0.001525825,0,0,0.002872127,0.005247922
Gm10732,0.006005489,0.002334676,0.001495741,0,0.001849233,0,0.00750394,0
Fgf10,0.063504169,0.110459429,0.045885996,0.067019252,0.063152781,0.196779352,0.122714994,0.125227738
Gm16263,0.022139449,0.008906937,0.007078154,0.004861524,0.014668113,0.032016498,0.024141475,0.035459769
Gm47336,0.000517825,0,0.002162115,0.001225167,0,0,0,0
Nnt,0.056529322,0.043707994,0.045557129,0.026644331,0.020642343,0.052218168,0.062985229,0.012434259
Paip1,0.287781364,0.306334094,0.276734786,0.259234564,0.289314607,0.308564459,0.262830484,0.276597202
4833420G17Rik,0.366730219,0.322112025,0.327519572,0.271917386,0.244072182,0.464287805,0.335648169,0.271624899
Gm9752,0.000232643,0,0,0,0.002053665,0.001119855,0,0
3110070M22Rik,0.001213753,0.005964341,0.002781519,0.003069103,0.001090296,0,0.004467418,0
Tmem267,0.098907248,0.125334968,0.11112078,0.124549369,0.110501033,0.086484027,0.118764772,0.08386838
Gm48265,0.008717752,0.011299851,0.009915907,0.006383825,0.008314003,0.003820631,0,0.004363504
Ccl28,0.050902571,0.054819778,0.062675652,0.038326182,0.033589363,0.014123852,0.031266618,0.038122132
1700074H08Rik,0.001405728,0.001619906,0,0.003341933,0,0.006732627,0,0.008667464
Hmgcs1,0.132015584,0.13988261,0.148701274,0.183099355,0.150601148,0.085835718,0.167711816,0.156733431
Gm48342,0.003298035,0.002248286,0.003423793,0.006501011,0.006220623,0.016786973,0.006133669,0.004489502
Nim1k,0.366140766,0.25198428,0.333381211,0.164065724,0.309059188,0.524491289,0.344942466,0.288665661
Gm41077,0.072967754,0.057858339,0.05837614,0.035044642,0.040161831,0.093267673,0.036808821,0.085907933
Zfp131,0.322854494,0.388290016,0.423860138,0.429126674,0.448178116,0.328230256,0.402763118,0.372958523
Gm36161,0,0,0.001911365,0.001442809,0,0,0,0
Gm21188,0.013861583,0.021180958,0.026016037,0.000460809,0.006441863,0.003628118,0.161088706,0
Gm2897,0.040252367,0.039729649,0.023400723,0.008021246,0.012972554,0.043591306,0.034529586,0.018605881
Gm17188,0.003116243,0.012434584,0.001346767,0.003766634,0,0,0.004608128,0
Gm5795,0.003813065,0.000770125,0,0,0,0,0,0
D830030K20Rik,0.03216514,0.021329042,0.014014526,0.001859928,0.005313899,0.026362536,0.031613886,0.002285271
1700110I01Rik,0.003292788,0.011448479,0.001350995,0.00136381,0.00078783,0.005578538,0.002849933,0
Gm2956,0.001475144,0,0.000687314,0,0,0,0,0
Gm3005,0.001020807,0.000483495,0,0.000744301,0,0,0,0.006688122
Gm3002,0.01405229,0.02641469,0.005911988,0.007239386,0.009916278,0.001067253,0.005088423,0.020172908
Gm26886,0.000232643,0.002248914,0,0,0,0,0,0
Gm5796,0.001230624,0.004361325,0.00179177,0,0.002276349,0,0,0.012062492
Gm3115,0.000912338,0.000534191,0.000959302,0,0,0.002342112,0,0
Gm8108,0.001038768,0.003455143,0.000463697,0,0,0.00489698,0,0
Gm2974,0.012033141,0.032819452,0.004960184,0.012988204,0.007746454,0.007256312,0.009418858,0.015539905
2610042L04Rik,0.010410319,0.044061874,0.018298493,0.016963373,0.021274774,0.011519009,0.001423731,0.063922487
Gm3164,0.001118835,0.016112215,0.001462898,0.004055804,0.009544431,0.006102554,0,0.004271524
Gm3173,0.0139327,0.093129955,0.047873646,0.024977259,0.054029006,0.034512898,0.015859961,0.089544869
Gm26655,0.003634844,0.001520612,0.003260689,0.002502131,0.001949469,0.001536429,0.021469979,0
Gm3252,0.015974923,0.051984381,0.019120296,0.025090773,0.031209257,0.024991303,0.008468858,0.023127609
Gm3264,0.000966285,0.004893376,0.003699218,0,0.009342933,0,0,0.011421133
Gm3278,0.000246146,0.001624039,0,0,0,0,0,0
Gm8281,0.00321175,0.016327111,0.001149044,0.004199294,0.005836168,0.005443313,0,0.012554236
Gm3488,0,0.004883213,0.005225733,0.0083329,0.005258429,0.006491027,0,0.009990419
Gm3383,0.004874347,0.001927043,0.000877724,0,0,0,0,0.002932824
Gm8237,0.007348223,0.002588745,0,0,0.003182605,0.005522599,0,0
Gm3248,0.022748862,0.042469963,0.020313991,0.004630883,0.00789557,0.028597629,0.015516932,0.02162144
Gm8206,0.004811093,0.001995457,0.003870513,0.002949658,0.01177129,0,0.009135935,0.006360863
Gm3468,0.028040254,0.072080594,0.041074934,0.05275446,0.089360817,0.056677806,0.035453869,0.105934103
Gm3411,0.006048168,0.016608467,0.007954597,0.003527396,0.016616976,0.00139159,0.023342315,0.011550221
Gm26630,0,0.002151985,0,0,0,0,0.005976215,0
Gm3629,0.001999082,0.003386666,0.001920945,0.002086129,0.001658411,0.004225918,0.003038129,0
Gm26680,0.006664463,0.017120358,0.007815969,0.003462185,0.016714834,0.004340223,0,0.033231085
Gm8050,0.001760296,0.002124573,0.005736204,0.00051241,0.000733833,0.0044009,0,0
Gm3636,0.006950653,0.01999649,0.014339332,0.008424889,0.011839291,0.005536011,0.006005598,0.011111386
Gm3642,0,0.001295583,0,0.00055683,0,0,0,0
Gm3667,0.028133239,0.056378165,0.022278418,0.050259502,0.028314118,0.05264926,0.018809711,0.067546581
Gm10406,0.057584945,0.170437429,0.061550675,0.061639777,0.099367163,0.062585965,0.052394637,0.229115305
Gm3685,0,0.000429223,0,0,0.001089706,0,0,0
Gm3696,0.047911166,0.048323317,0.026773718,0.037337882,0.02403784,0.047163257,0.032867161,0.044712323
Gm3512,0.002092317,0.006179428,0.001772197,0.004061925,0.001163467,0.007760951,0.004329014,0.001328228
Gm3739,0.024930913,0.05093045,0.020570378,0.048126325,0.023674761,0.019255693,0.030759786,0.047738482
4933406F09Rik,0.001449298,0.005416662,0,0.002259994,0.00299491,0,0,0.002220484
